"Cocunut";"AGE";"YEARS_WITH_BANK";"MARTIAL_STATUS";"EDUCATION";"EMPLOYMENT";"GENDER";"CUST_INCOME";"CURRENT_ADDRESS_DATE";"CURRENT_JOB_DATE";"CURRENT_WITH_BANK_DATE";"CURRENT_BALANCE_EUR"
82154;57;11;"M";"HGH";"RET";"M";294,4258462;1993-01-01;9999-10-01;2006-02-20;2759,228692
82155;45;8;"M";"HGH";"STE";"M";640,5854615;2007-01-01;2011-05-01;2008-12-02;2307,692308
82156;44;1;"M";"HGH";"STE";"F";231,2888462;1993-01-06;2004-04-01;2016-01-05;1381,639923
82157;48;8;"M";"HGH";"STE";"M";694,7384615;1969-12-13;2004-09-05;2008-12-25;562,5084615
82158;71;11;"M";"BCR";"RET";"M";372,2449231;1981-06-25;9999-10-01;2005-07-07;2766,346154
82159;36;7;"M";"HGH";"STE";"M";451,9628462;2014-10-01;2000-07-01;2009-09-15;2307,692308
82160;45;3;"M";"HGH";"PVE";"F";269,2307692;2000-01-01;2009-07-20;2014-01-21;7887,798846
82161;38;0;"M";"HGH";"STE";"M";401,4170769;1987-01-01;2004-07-16;2016-10-13;7692,307692
82162;56;1;"W";"HGH";"RET";"F";254,7310769;1985-01-01;2000-12-18;2015-10-01;4615,384615
82163;53;10;"M";"HGH";"STE";"F";376,2923077;2005-07-01;1985-03-27;2006-07-07;8764,220923
82164;64;7;"M";"PRS";"RET";"M";200,1695385;1963-06-01;9999-10-01;2010-05-15;2134,038462
82165;65;14;"D";"BCR";"RET";"F";293,5693077;2004-01-01;9999-10-01;2002-10-21;5366,711538
82166;62;11;"W";"HGH";"RET";"F";245,5099231;1987-09-01;9999-10-01;2005-10-26;1644,787
82167;63;11;"M";"HGH";"RET";"M";171,2303077;1959-05-05;9999-10-01;2005-10-21;637,0520769
82168;65;10;"M";"HGH";"RET";"M";424,869;2009-10-03;9999-10-01;2007-02-14;799,3137692
82169;62;5;"W";"HGH";"RET";"F";281,3920769;2003-05-05;9999-10-01;2012-03-16;7547,302
82170;29;4;"S";"BCR";"PVE";"M";230,7692308;2010-01-01;2016-10-12;2012-11-01;1153,846154
82171;52;0;"M";"HGH";"STE";"F";532,4003077;2001-01-01;2015-04-01;2016-10-17;2307,692308
82172;52;10;"M";"BCR";"STE";"F";367,9923077;1992-08-22;2007-05-01;2007-04-27;6615,384615
82173;49;9;"M";"SEC";"STE";"F";117,3846154;1982-12-19;1996-02-17;2008-05-12;204,2331538
82174;32;2;"S";"HGH";"PVE";"M";169,2076923;1993-01-01;2015-02-26;2015-02-26;361,1600769
82175;28;2;"*noval*";"HGH";"PVE";"M";0;9999-10-01;2014-10-02;2014-10-03;2307,692308
82176;57;0;"M";"HGH";"RET";"M";230,7692308;1992-03-01;2002-01-04;2016-10-17;158,3030769
82177;37;13;"S";"HGH";"PVE";"M";435,9128462;1984-03-04;2006-04-18;2004-03-03;2307,692308
82178;28;5;"M";"HGH";"PVE";"M";434,8751538;1989-10-31;2015-10-05;2012-04-26;1971,949692
82179;34;12;"S";"BCR";"STE";"M";771,2809231;9999-10-01;9999-10-01;2004-07-17;3461,538462
82180;62;3;"W";"BCR";"STE";"F";596,4769231;1966-07-01;1986-02-27;2014-04-04;2379,961462
82181;67;12;"M";"BCR";"RET";"F";288,8453846;1961-01-01;9999-10-01;2005-05-19;2529,230769
82182;58;4;"M";"SEC";"PVE";"M";180,1026154;1959-07-08;2010-06-01;2012-09-25;5214,711385
82183;48;11;"S";"BCR";"STE";"M";461,6942308;1985-08-29;2013-04-09;2006-06-16;6010,334385
82184;57;4;"M";"HGH";"STE";"M";794,2031538;1971-01-01;2013-09-01;2013-03-13;5384,615385
82185;43;11;"M";"HGH";"PVE";"F";170,6923077;2002-10-02;2007-02-01;2006-05-12;2307,692308
82186;52;12;"S";"BCR";"STE";"F";259,2468462;1965-12-01;1999-03-01;2004-10-11;3672,208538
82187;36;9;"S";"BCR";"PVE";"M";573,0307692;2010-10-05;2007-09-20;2007-09-26;2307,692308
82188;39;4;"M";"HGH";"PVE";"F";245,8526154;1978-03-19;2015-09-15;2012-11-09;4557,394846
82189;68;10;"M";"HGH";"RET";"F";293,1613846;1990-01-01;9999-10-01;2006-10-06;1146,057692
82190;37;11;"S";"BCR";"PVE";"F";662,1312308;1980-03-22;2014-01-01;2005-11-16;4615,384615
82191;72;10;"W";"HGH";"RET";"F";179,6989231;1972-01-01;9999-10-01;2006-12-05;2292,115385
82192;65;12;"M";"HGH";"RET";"M";286,3307692;2013-10-01;9999-10-01;2004-10-06;5371,453846
82193;43;12;"M";"HGH";"PVE";"M";382,0513077;2006-03-15;2013-12-26;2005-07-04;6573,165692
82194;71;13;"M";"HGH";"RET";"M";318,1645385;1977-03-08;9999-10-01;2004-02-18;1185,576923
82195;50;4;"M";"BCR";"PVE";"M";276,7084615;2006-06-01;2011-12-01;2012-08-14;813,1933077
82196;56;12;"M";"BCR";"STE";"M";397,3461538;1961-08-09;1993-03-08;2005-03-31;3399,945
82197;24;0;"S";"HGH";"STE";"M";221,9669231;1993-12-05;2014-05-10;2016-08-13;4055,105231
82198;64;11;"M";"HGH";"STE";"F";335,0823846;1990-01-01;1976-10-20;2005-09-14;4615,384615
82199;52;10;"M";"HGH";"PVE";"M";198,5246154;2006-01-01;1986-12-29;2007-07-02;1674,715
82200;70;9;"W";"HGH";"RET";"F";227,2230769;1988-04-01;9999-10-01;2007-10-19;790,3846154
82201;32;8;"*noval*";"HGH";"OTH";"F";0;9999-10-01;2009-03-27;2009-03-27;2307,692308
82202;44;12;"M";"HGH";"STE";"M";407,1347692;1973-02-17;2003-09-30;2005-05-16;6660,807846
82203;53;0;"M";"HGH";"STE";"M";615,3846154;1964-01-01;1998-07-03;2016-07-26;141,4
82204;43;3;"M";"HGH";"PVE";"M";176,9230769;1974-02-19;2014-02-01;2014-02-05;2307,692308
82205;41;2;"M";"HGH";"PVE";"M";346,2230769;1976-02-10;2014-03-05;2014-09-23;4615,384615
82206;47;12;"M";"BCR";"STE";"F";639,1676923;2010-01-27;1996-10-01;2005-01-14;7692,307692
82207;65;5;"M";"HGH";"RET";"F";165,9913846;2009-01-01;9999-10-01;2012-06-20;790,3846154
82208;37;13;"M";"HGH";"PVE";"F";812,2240769;2015-01-01;2005-11-30;2004-01-15;7745,769231
82209;70;9;"S";"HGH";"RET";"F";269,6593077;2000-05-01;1993-05-11;2008-02-22;932,6538462
82210;66;0;"W";"HGH";"RET";"F";167,8755385;1952-10-01;9999-10-01;2016-10-17;3951,923077
82211;51;12;"M";"BCR";"RET";"M";314,7391538;1989-08-10;9999-10-01;2005-04-22;955,578
82212;32;4;"M";"BCR";"STE";"M";347,1771538;1985-10-27;2012-05-07;2012-09-20;711,3461538
82213;49;13;"M";"HGH";"PVE";"F";284,6153846;1991-09-30;2003-11-06;2003-11-28;1219,789923
82214;34;4;"S";"HGH";"PVE";"F";324,5007692;1983-11-14;2011-03-28;2013-01-17;7884,615385
82215;65;11;"M";"BCR";"RET";"F";285,5122308;1986-12-26;9999-10-01;2005-11-01;5366,711538
82216;44;10;"S";"HGH";"STE";"M";304,4785385;1973-08-17;1994-06-01;2006-10-24;2307,692308
82217;53;0;"M";"BCR";"OTH";"M";373,7527692;9999-10-01;9999-10-01;2016-10-19;2615,384615
82218;44;5;"S";"HGH";"PVE";"M";165,3846154;1973-04-17;2010-02-01;2011-10-04;2170,622077
82219;62;5;"W";"HGH";"RET";"F";189,1409231;1983-01-01;9999-10-01;2012-05-11;805,6341538
82220;62;5;"M";"HGH";"RET";"M";173,9154615;1955-06-16;9999-10-01;2012-03-30;4460,410231
82221;63;10;"S";"PRS";"RET";"M";155,0801538;1966-01-01;9999-10-01;2006-11-08;2529,230769
82222;63;13;"M";"BCR";"PVE";"F";1530,207692;1977-09-20;1990-08-07;2004-01-26;3076,923077
82223;35;8;"M";"HGH";"STE";"F";317,1023077;2003-01-01;2005-08-01;2008-12-01;1320,157615
82224;56;3;"M";"HGH";"PVE";"F";292,3076923;1978-07-20;2013-02-18;2013-09-13;2260,865231
82225;49;1;"M";"HGH";"PVE";"F";169,2307692;2010-01-01;2015-07-06;2015-07-20;2278,697385
82226;32;2;"M";"BCR";"STE";"F";376,9230769;2013-01-01;2011-01-01;2015-03-24;2307,692308
82227;61;5;"M";"HGH";"RET";"M";323,1775385;1990-01-01;9999-10-01;2011-12-06;4615,384615
82228;53;13;"D";"BCR";"PVE";"F";173,5897692;2000-05-04;2003-09-01;2003-10-02;4601,216
82229;47;0;"M";"HGH";"PVE";"F";173,2461538;2004-03-02;2016-04-18;2016-10-05;2307,692308
82230;42;5;"M";"BCR";"STE";"F";358,1493846;2007-10-01;2007-07-01;2012-05-23;990,1182308
82231;39;11;"S";"BCR";"STE";"F";553,8461538;1978-02-26;2003-09-01;2005-09-21;4615,384615
82232;60;3;"M";"HGH";"PVE";"M";0;1982-04-01;2013-01-01;2013-11-29;2307,692308
82233;54;11;"M";"HGH";"PVE";"M";438,5648462;1963-11-01;1984-07-16;2005-08-26;1538,461538
82234;59;13;"D";"BCR";"STE";"F";462,0321538;2014-10-10;2008-01-24;2004-02-27;982,9231538
82235;69;10;"M";"HGH";"RET";"F";239,0382308;1975-03-01;9999-10-01;2006-10-31;5256,057692
82236;44;1;"S";"HGH";"PVE";"M";196,2461538;1973-09-26;2015-09-23;2015-09-28;2307,692308
82237;33;4;"M";"HGH";"PVE";"F";217;2005-01-01;9999-10-01;2013-01-03;817,1233077
82238;64;0;"M";"HGH";"RET";"M";278,1212308;1997-05-04;9999-10-01;2016-10-17;2307,692308
82239;35;7;"S";"HGH";"PVE";"M";659,2769231;1982-01-07;2014-04-01;2010-01-13;2307,692308
82240;46;11;"M";"BCR";"STE";"F";601,2743077;2000-08-01;2009-06-01;2005-10-25;8483,307385
82241;32;3;"M";"BCR";"PVE";"F";253,1384615;2006-06-02;2013-09-09;2013-09-06;802,578
82242;59;1;"D";"HGH";"RET";"F";280,7429231;1978-10-01;9999-10-01;2015-07-22;357,0766154
82243;37;0;"M";"BCR";"PVE";"M";769,2307692;2015-05-05;2015-09-01;2016-09-19;512,2307692
82244;66;14;"M";"HGH";"RET";"M";232,5046154;2008-10-02;9999-10-01;2003-01-09;2371,153846
82245;43;4;"M";"HGH";"PVE";"F";276,9230769;1997-09-01;2012-04-01;2012-12-15;1538,461538
82246;66;4;"M";"HGH";"RET";"M";325,4344615;1994-09-01;9999-10-01;2012-11-27;4347,115385
82247;28;4;"M";"BCR";"PVE";"F";215,3846154;2011-01-01;2011-11-22;2012-12-20;131,1269231
82248;56;4;"M";"HGH";"STE";"F";307,0461538;2000-01-01;1983-11-01;2012-07-18;4057,834462
82249;60;4;"*noval*";"HGH";"OTH";"F";0;9999-10-01;9999-10-01;2013-03-27;3846,153846
82250;71;12;"M";"HGH";"STE";"M";293,4663077;1985-12-30;1975-10-01;2004-07-15;2766,346154
82251;57;2;"M";"BCR";"STE";"F";304,3656923;1980-10-10;1987-06-22;2015-01-24;1507,243462
82252;47;12;"M";"BCR";"STE";"F";1337,515385;2014-09-29;2010-01-01;2005-02-07;7692,307692
82253;46;13;"M";"HGH";"PVE";"F";319,202;2000-01-18;1992-06-01;2004-04-30;986,9230769
82254;59;1;"M";"HGH";"RET";"M";253,8461538;1970-08-01;2001-04-22;2016-02-03;422,5535385
82255;55;10;"M";"HGH";"OTH";"F";132,2076923;1987-01-01;1985-02-01;2006-12-11;1153,846154
82256;54;11;"M";"HGH";"PVE";"F";397,5615385;1987-06-17;2010-02-01;2005-09-15;803,5316154
82257;57;12;"M";"HGH";"PVE";"M";380,8942308;1998-11-27;1981-02-16;2004-10-19;4615,384615
82258;42;0;"M";"HGH";"PVE";"M";177,8655385;1975-11-06;2004-01-20;2016-10-07;2307,692308
82259;64;8;"W";"HGH";"RET";"F";240,0211538;1982-08-31;9999-10-01;2008-09-16;3161,538462
82260;37;6;"M";"HGH";"STE";"M";309,9538462;1980-11-12;2002-01-03;2011-02-01;6397,881308
82261;51;5;"M";"HGH";"PVE";"F";310,2692308;1993-01-01;2012-09-12;2011-09-30;2307,692308
82262;57;14;"M";"HGH";"RET";"F";244,8656923;1997-08-10;9999-10-01;2002-11-20;1176,729923
82263;33;4;"S";"HGH";"PVE";"M";175;1984-12-16;2016-01-26;2012-10-29;2307,692308
82264;58;15;"W";"BCR";"STE";"F";1093,076923;1993-12-16;2005-09-20;2002-01-18;4615,384615
82265;30;4;"S";"HGH";"PVE";"M";283,8358462;1987-04-14;2013-04-07;2013-04-29;2307,692308
82266;46;0;"M";"HGH";"PVE";"F";218,4615385;2014-05-01;2014-09-01;2016-10-19;0
82267;48;7;"M";"BCR";"PVE";"F";346,1538462;2000-01-01;2009-10-15;2009-11-02;2307,692308
82268;46;2;"M";"HGH";"PVE";"M";173,3266154;1971-10-26;2012-07-11;2014-12-30;2260,865231
82269;31;9;"*noval*";"OTH";"OTH";"M";0;9999-10-01;9999-10-01;2007-09-24;2307,692308
82270;37;4;"M";"BCR";"STE";"F";452,7073846;2004-01-01;2013-10-07;2012-12-25;4615,384615
82271;32;8;"M";"HGH";"STE";"M";493,4402308;2001-05-01;2008-10-01;2008-09-30;4615,384615
82272;22;1;"S";"HGH";"PVE";"M";192,7692308;1997-06-01;2015-08-15;2015-07-17;3496,924077
82273;35;10;"S";"HGH";"STE";"F";315,9113077;1982-05-06;2007-04-25;2007-05-08;4995,605923
82274;50;11;"D";"HGH";"PVE";"F";284,6153846;1978-01-01;2015-07-01;2005-08-15;2307,692308
82275;34;11;"M";"BCR";"PVE";"M";617,2992308;2007-01-01;2011-03-14;2006-04-10;2307,692308
82276;43;3;"M";"HGH";"PVE";"F";222,2;2000-01-01;2011-09-08;2014-01-29;6511,816077
82277;62;6;"M";"HGH";"RET";"M";212,6975385;1955-05-13;9999-10-01;2010-08-04;3477,692308
82278;35;10;"M";"HGH";"OTH";"F";0;9999-10-01;9999-10-01;2007-02-02;2307,692308
82279;31;5;"M";"PRS";"PVE";"M";229,5153846;1986-09-10;2011-05-01;2011-10-14;6047,312462
82280;69;3;"S";"BCR";"RET";"F";325,7999231;1950-01-01;9999-10-01;2013-12-19;1185,576923
82281;48;10;"M";"HGH";"PVE";"M";384,7983846;2006-08-08;2007-01-15;2006-12-07;4615,384615
82282;31;6;"M";"BCR";"STE";"F";288,6809231;2012-06-10;2014-04-10;2010-12-01;2307,692308
82283;54;14;"M";"HGH";"STE";"M";775,1764615;1963-03-24;1983-07-01;2003-02-13;0
82284;34;9;"S";"BCR";"PVE";"F";574,6153846;1991-08-01;2008-10-01;2007-10-18;7692,307692
82285;40;12;"M";"BCR";"STE";"F";363,1541538;2005-06-15;2005-06-15;2005-07-05;1424,707769
82286;38;1;"M";"HGH";"PVE";"F";434,2507692;2013-01-01;2016-04-01;2015-11-16;2307,692308
82287;30;2;"M";"HGH";"PVE";"M";202,7538462;1987-06-25;2010-04-01;2015-06-12;6494,287692
82288;55;10;"M";"MAS";"PVE";"M";695,7988462;2000-08-01;2004-02-01;2006-11-20;11538,46154
82289;33;9;"S";"BCR";"STE";"F";325,6153846;2012-03-01;2008-11-24;2008-02-06;2307,692308
82290;27;2;"M";"HGH";"PVE";"F";165,1743077;2009-01-01;2016-02-01;2015-03-24;609,895
82291;27;8;"M";"HGH";"PVE";"F";259,9615385;2012-08-11;2011-10-07;2008-11-28;2774,233769
82292;65;13;"M";"HGH";"RET";"M";218,6811538;1980-06-01;9999-10-01;2003-10-21;2371,153846
82293;69;9;"M";"HGH";"RET";"M";205,9676923;2005-06-01;9999-10-01;2007-10-25;1817,884615
82294;32;2;"M";"HGH";"PVE";"F";588,9692308;2009-01-01;2014-12-01;2014-12-05;5433,816923
82295;70;11;"M";"HGH";"RET";"M";312,3413077;2012-05-23;9999-10-01;2005-08-23;158,0769231
82296;58;1;"M";"HGH";"PVE";"M";436,569;1959-06-17;1999-10-01;2015-12-28;2307,692308
82297;68;13;"W";"BCR";"RET";"F";339,1976154;1992-05-01;9999-10-01;2004-04-15;4110
82298;44;4;"M";"HGH";"PVE";"F";192,0134615;2003-07-25;1997-10-08;2013-06-14;5433,816923
82299;33;10;"M";"HGH";"PVE";"M";344,9333077;2011-06-01;2007-12-16;2006-10-26;7692,307692
82300;35;4;"M";"HGH";"PVE";"F";208,5461538;2000-01-01;2011-05-16;2013-05-30;1422,692308
82301;63;1;"M";"HGH";"RET";"M";260;1954-07-07;2000-10-06;2015-07-20;126,7137692
82302;47;11;"M";"BCR";"STE";"M";1029,126154;2000-01-01;2004-05-06;2005-09-12;4615,384615
82303;45;5;"M";"HGH";"PVE";"F";185,4230769;2002-08-19;9999-10-01;2012-04-20;4615,384615
82304;52;0;"M";"HGH";"STE";"M";0;2012-08-16;2004-05-08;2016-09-16;4615,384615
82305;44;14;"M";"HGH";"PVE";"M";736,1615385;2013-02-01;2010-01-18;2002-08-21;4347,115385
82306;36;11;"M";"BCR";"STE";"F";371,1923077;2009-09-01;2011-09-01;2005-10-27;2307,692308
82307;48;9;"M";"BCR";"STE";"F";265,3846154;1983-06-05;2000-09-01;2007-12-11;3943,899385
82308;34;3;"M";"BCR";"STE";"M";0;1983-08-24;2010-06-01;2014-02-06;7692,307692
82309;37;1;"S";"SEC";"PVE";"M";170,1561538;2002-01-01;2010-05-01;2015-09-15;3172,647923
82310;46;4;"M";"HGH";"PVE";"F";242,0076923;1988-01-01;2011-12-01;2012-12-19;5433,816923
82311;67;6;"M";"HGH";"RET";"M";316,9493846;1992-01-01;9999-10-01;2010-09-21;1628,192308
82312;53;13;"M";"HGH";"STE";"M";382,8770769;1998-11-02;1984-01-13;2004-06-25;9230,769231
82313;54;15;"M";"BCR";"STE";"M";967,6076923;2005-04-25;1994-11-06;2001-12-26;7692,307692
82314;54;4;"S";"HGH";"PVE";"M";230,7692308;1963-03-28;2012-07-01;2013-06-12;3943,899385
82315;63;0;"M";"HGH";"OTH";"M";0;9999-10-01;9999-10-01;2016-10-19;7692,307692
82316;57;11;"D";"HGH";"STE";"F";260,2039231;1985-10-15;1986-05-04;2005-08-25;4820,321462
82317;64;11;"M";"BCR";"STE";"F";408,7942308;1986-10-01;2003-01-15;2005-08-11;1372,526615
82318;53;11;"M";"HGH";"STE";"F";192,3076923;2003-10-01;2015-10-02;2006-04-14;2307,692308
82319;38;12;"M";"HGH";"STE";"M";442,3797692;2007-10-01;2011-09-05;2005-01-25;2692,307692
82320;44;12;"M";"HGH";"PVE";"M";374,9461538;2004-10-11;2006-01-01;2005-07-01;4615,384615
82321;45;10;"W";"HGH";"PVE";"F";313,9125385;1996-01-19;2008-01-01;2006-10-11;1778,365385
82322;42;11;"M";"BCR";"PVE";"M";484,6153846;1983-11-01;2014-06-09;2006-04-06;1509,930308
82323;63;1;"M";"HGH";"RET";"F";190,9015385;1980-06-01;9999-10-01;2015-11-27;403,4551538
82324;43;10;"M";"HGH";"SFE";"M";184,6153846;2009-01-01;2006-09-08;2006-09-06;4615,384615
82325;51;12;"M";"HGH";"STE";"M";446,4760769;2014-07-24;2007-03-01;2005-06-21;813,1933077
82326;41;4;"M";"BCR";"STE";"F";297,4980769;2005-07-25;2004-01-10;2012-11-15;240,488
82327;67;14;"W";"HGH";"RET";"F";606,6293846;1970-05-01;9999-10-01;2003-05-10;4805,538462
82328;37;12;"M";"HGH";"STE";"F";257,1230769;1980-04-07;2000-05-01;2004-07-24;4615,384615
82329;61;5;"M";"BCR";"STE";"F";308,8415385;1996-09-01;2003-04-25;2012-05-24;7692,307692
82330;46;2;"M";"BCR";"PVE";"M";705,641;1980-11-30;2014-12-18;2014-09-26;4615,384615
82331;72;2;"M";"HGH";"RET";"M";302,7326154;2012-07-01;9999-10-01;2014-12-05;1185,576923
82332;62;12;"M";"HGH";"RET";"F";232,8929231;1982-10-03;2005-02-01;2005-02-17;2307,692308
82333;68;0;"M";"HGH";"RET";"F";205,1995385;2013-03-12;9999-10-01;2016-10-19;3833,365385
82334;40;12;"M";"BCR";"SFE";"M";192,3076923;2000-07-01;2012-08-03;2004-09-06;2307,692308
82335;66;12;"D";"BCR";"RET";"F";329,0704615;1977-10-15;9999-10-01;2005-03-08;999,1421538
82336;25;2;"S";"HGH";"PVE";"F";271,1251538;1992-04-11;2012-02-01;2014-08-25;4615,384615
82337;48;12;"M";"BCR";"STE";"F";435,2307692;1988-01-01;1997-06-25;2005-03-25;2307,692308
82338;38;4;"D";"HGH";"PVE";"F";238,5282308;1989-04-04;2014-03-03;2012-09-17;2307,692308
82339;55;12;"M";"BCR";"PVE";"M";798,5017692;1985-07-15;2007-11-01;2004-10-13;2366,339615
82340;68;10;"M";"BCR";"RET";"M";280,9176154;1995-01-01;9999-10-01;2007-03-13;1185,576923
82341;42;9;"S";"HGH";"STE";"M";347,3230769;1975-12-10;2012-09-03;2007-08-15;711,3461538
82342;39;1;"M";"BCR";"STE";"M";638,4615385;2006-04-01;2006-04-03;2016-04-05;372,8461538
82343;57;10;"M";"HGH";"STE";"F";474,6846154;2013-09-01;2005-11-01;2006-09-06;8764,220923
82344;70;12;"M";"HGH";"RET";"M";207,7507692;2002-05-01;9999-10-01;2005-06-27;1383,173077
82345;66;10;"M";"HGH";"RET";"M";257,6436923;1951-01-02;9999-10-01;2006-12-14;2371,153846
82346;34;3;"M";"BCR";"STE";"F";327,7337692;2007-01-01;2014-08-11;2013-11-13;1511,580846
82347;52;13;"M";"HGH";"STE";"M";199,6230769;1965-09-25;1990-06-01;2003-11-10;5433,816923
82348;52;4;"M";"BCR";"PVE";"F";330,7692308;1987-01-01;2010-01-08;2013-06-25;2307,692308
82349;41;4;"M";"HGH";"PVE";"F";178,8769231;1976-02-09;2013-04-24;2012-09-20;2124,965615
82350;56;11;"M";"BCR";"STE";"F";383,3647692;1989-11-18;1991-04-01;2005-10-15;4615,384615
82351;42;12;"M";"HGH";"STE";"M";392,7076923;1975-11-14;2001-01-03;2004-10-18;446,1538462
82352;48;6;"M";"HGH";"PVE";"M";208,3130769;1969-11-22;2012-01-16;2011-03-01;4995,605923
82353;40;8;"M";"HGH";"STE";"M";238,0307692;1977-09-08;2005-11-01;2009-06-03;2887,844769
82354;44;0;"M";"HGH";"PVE";"F";253,7923077;1992-01-01;2005-12-01;2016-10-17;400,8133846
82355;69;12;"M";"HGH";"RET";"F";891,3128462;1965-01-01;9999-10-01;2004-10-15;790,3846154
82356;41;10;"M";"HGH";"STE";"M";270,1967692;1976-02-01;2010-08-17;2006-07-07;6076,923077
82357;61;9;"M";"BCR";"PVE";"M";560,8384615;2007-06-10;2012-02-06;2007-10-01;2661,538462
82358;52;11;"M";"HGH";"OTH";"M";302,8944615;1998-05-27;1985-09-24;2005-09-16;1538,461538
82359;40;6;"S";"PRS";"PVE";"M";276,7615385;1977-06-22;2011-04-01;2010-07-29;7011,376692
82360;48;3;"M";"HGH";"PVE";"F";184,6230769;1969-02-22;2014-01-01;2014-03-07;4907,963692
82361;22;1;"S";"HGH";"PVE";"M";224,9461538;1995-05-24;2014-09-11;2016-04-20;2307,692308
82362;41;10;"S";"HGH";"STE";"F";144,0513077;1976-06-26;2005-09-01;2007-03-20;4615,384615
82363;32;7;"S";"HGH";"STE";"M";450,9411538;1985-12-19;2012-01-12;2009-09-07;7692,307692
82364;51;10;"D";"BCR";"STE";"F";401,7769231;1995-01-01;1995-02-01;2006-11-29;6836,092308
82365;30;1;"*noval*";"HGH";"PVE";"F";0;9999-10-01;2016-02-01;2016-02-05;4615,384615
82366;33;9;"D";"HGH";"PVE";"F";599,9071538;2007-01-01;9999-10-01;2008-02-28;1738,846154
82367;23;1;"S";"HGH";"PVE";"M";307,6923077;1994-05-04;2013-01-01;2016-01-25;1507,243462
82368;47;0;"M";"HGH";"OTH";"F";168,8848462;9999-10-01;9999-10-01;2016-10-17;384,6153846
82369;31;12;"M";"HGH";"PVE";"M";346,89;1986-05-29;2015-06-01;2005-04-04;1202,440077
82370;67;4;"W";"HGH";"RET";"F";167,4176923;1967-01-01;9999-10-01;2013-04-02;4663,269231
82371;34;1;"M";"HGH";"STE";"M";400;1983-03-10;2012-12-01;2015-12-02;166,3053846
82372;48;5;"M";"BCR";"PVE";"M";469,6230769;1969-04-09;2015-08-01;2012-04-02;3851,844462
82373;48;1;"M";"HGH";"PVE";"F";176,4920769;1993-01-01;2015-09-15;2016-03-25;1361,412538
82374;37;9;"M";"BCR";"STE";"M";484,2862308;1980-05-07;2011-02-01;2007-09-18;1538,461538
82375;55;11;"M";"HGH";"STE";"F";169,7115385;2007-09-01;2006-01-16;2005-12-07;2278,697385
82376;60;12;"M";"BCR";"STE";"F";580,0769231;1991-03-09;2008-04-15;2004-10-20;601,2200769
82377;44;8;"*noval*";"HGH";"PVE";"F";0;9999-10-01;2014-08-18;2008-08-02;1580,769231
82378;49;11;"M";"MAS";"STE";"F";354,9307692;1968-05-10;2004-11-22;2005-08-04;2307,692308
82379;66;10;"M";"HGH";"RET";"M";209,9191538;1955-02-01;9999-10-01;2006-10-27;2371,153846
82380;34;2;"M";"HGH";"PVE";"F";203,5230769;2015-04-14;2015-07-01;2014-09-30;2307,692308
82381;58;2;"M";"HGH";"RET";"M";179,3384615;1959-10-11;9999-10-01;2015-05-26;4625,765769
82382;42;9;"M";"HGH";"PVE";"M";479;1975-03-05;2007-08-27;2007-08-27;4615,384615
82383;43;11;"M";"BCR";"STE";"M";359,8384615;2008-01-01;2007-04-01;2005-12-09;2307,692308
82384;61;15;"M";"BCR";"STE";"F";665,1692308;2012-01-01;2004-07-05;2002-02-01;4615,384615
82385;55;12;"M";"HGH";"STE";"F";377,4340769;1988-12-31;1996-06-01;2005-04-18;5258,532538
82386;52;4;"M";"HGH";"STE";"F";292,3307692;1994-01-01;1989-09-25;2012-08-16;5384,615385
82387;29;0;"M";"HGH";"PVE";"F";300;2006-01-01;2011-08-01;2016-10-15;164,7762308
82388;39;9;"M";"HGH";"PVE";"M";433,4063077;2005-03-01;2008-09-24;2008-01-15;3349,429923
82389;64;2;"M";"HGH";"RET";"M";187,3190769;1975-05-08;9999-10-01;2014-12-25;1580,769231
82390;34;12;"M";"PRS";"PVE";"M";468,4793077;1983-07-08;2005-05-23;2005-05-23;7692,307692
82391;53;9;"M";"HGH";"STE";"F";608,7407692;1985-11-28;2004-07-01;2007-11-15;2307,692308
82392;63;12;"S";"BCR";"RET";"M";241,5;1954-01-07;9999-10-01;2004-10-06;5366,711538
82393;61;2;"M";"HGH";"PVE";"F";198,9991538;2001-01-01;2014-10-02;2015-02-23;2307,692308
82394;30;1;"S";"HGH";"PVE";"F";200;1987-12-06;2015-03-28;2015-12-08;177,0807692
82395;67;9;"M";"HGH";"RET";"F";208,3866923;1983-10-01;9999-10-01;2007-11-23;476,1515385
82396;60;3;"M";"HGH";"RET";"M";280,9085385;2002-05-01;9999-10-01;2013-11-20;2307,692308
82397;38;0;"W";"HGH";"RET";"F";238,4676923;2016-01-01;9999-10-01;2016-08-11;4615,384615
82398;44;9;"M";"HGH";"PVE";"M";219,2792308;1973-07-15;2007-10-01;2007-11-08;3425,778231
82399;40;8;"M";"HGH";"PVE";"F";273,2230769;2000-01-01;2009-02-14;2009-03-09;729,2434615
82400;51;15;"D";"HGH";"PVE";"F";1671,969231;2015-07-24;2006-03-20;2001-11-17;7692,307692
82401;34;1;"S";"HGH";"PVE";"M";307,6923077;2010-08-08;2014-12-09;2015-12-24;4615,384615
82402;60;7;"W";"HGH";"STE";"F";274,391;2003-12-01;2007-11-12;2009-07-27;8439,944769
82403;34;12;"M";"HGH";"PVE";"M";307,6923077;1983-04-26;2016-04-15;2004-09-08;7982,884615
82404;32;8;"M";"BCR";"OTH";"M";2346,221462;1985-09-03;2008-08-11;2008-08-06;18121,03669
