Cocunut;AGE;YEARS_WITH_BANK;MARTIAL_STATUS;EDUCATION;EMPLOYMENT;GENDER;CUST_INCOME;CURRENT_ADDRESS_DATE;CURRENT_JOB_DATE;CURRENT_WITH_BANK_DATE;CURRENT_BALANCE_EUR;MORTGAGE_PRED;MORTGAGE_PROB
82017;54;8;M;HGH;PVE;M;139,9797692;2008-01-01;2008-06-16;2009-03-05;2307,692308;N;0.99959296
82018;45;8;M;MAS;STE;F;494,4951538;2013-01-01;2008-07-01;2008-07-10;2541,624077;N;0.9991615
82019;44;2;M;BCR;STE;F;724,0419231;2001-11-04;2002-11-04;2014-09-11;2195,621923;N;0.99967027
82020;27;0;S;BCR;STE;M;245,9126923;1990-02-25;2015-05-04;2016-10-14;2307,692308;N;0.9998165
82021;50;11;S;BCR;PVE;F;410,6153846;1986-02-01;2012-11-01;2006-02-28;8329,865308;N;0.9858586
82022;71;3;M;HGH;RET;M;229,1502308;1971-01-01;9999-10-01;2013-09-25;1181,625;N;0.99976915
82023;32;6;S;BCR;PVE;M;421,16;1985-07-30;2011-03-29;2010-10-02;2307,692308;N;0.9995203
82024;69;0;M;HGH;RET;M;200,7384615;2008-05-22;9999-10-01;2016-10-04;3319,615385;N;0.9969349
82025;66;10;M;HGH;RET;F;271,0010769;1982-01-01;9999-10-01;2006-10-19;5177,019231;N;0.9982742
82026;31;2;M;HGH;PVE;M;364,14;2005-12-05;9999-10-01;2014-07-21;1076,923077;N;0.9999014
82027;55;12;M;BCR;STE;F;408,919;1992-09-01;1996-09-01;2005-06-29;2461,538462;N;0.9993469
82028;30;0;M;BCR;PVE;F;369,2307692;2012-02-01;2007-02-01;2016-10-18;290,3034615;N;0.9999105
82029;58;10;S;BCR;STE;F;463,7016923;2000-01-01;1995-04-18;2007-03-29;2307,692308;N;0.998072
82030;55;14;M;BCR;PVE;M;0;1990-09-15;2010-07-03;2003-01-21;9615,384615;N;0.9740025
82031;58;1;M;HGH;RET;M;307,6923077;1997-09-07;2001-05-11;2016-02-22;92,16;N;0.999863
82032;46;10;M;BCR;STE;M;377,0034615;2010-01-01;1997-06-01;2006-11-08;2307,692308;N;0.99616337
82033;45;12;M;HGH;STE;M;455,5692308;1998-01-01;1993-11-01;2004-09-21;7692,307692;N;0.9851383
82034;47;12;M;HGH;PVE;M;1411,484615;2003-09-01;2007-04-01;2005-04-26;2307,692308;N;0.997267
82035;34;4;M;HGH;PVE;M;343,7842308;1989-01-01;2012-11-26;2012-11-20;807,3685385;N;0.9998011
82036;64;11;M;BCR;STE;M;586,5;2001-12-31;2000-01-01;2006-03-16;7692,307692;N;0.9497004
82037;30;6;M;HGH;PVE;F;196,7076923;2007-08-21;2011-10-21;2010-11-09;894,5126154;N;0.99992406
82038;24;2;S;HGH;PVE;M;319,5485385;1993-12-09;2015-04-01;2015-04-18;4615,384615;N;0.9991923
82039;53;13;W;HGH;STE;F;282,3899231;2005-02-20;1982-09-17;2004-06-09;821,3252308;N;0.99972934
82040;71;1;S;HGH;RET;F;244,3876923;1998-06-01;9999-10-01;2016-02-23;5335,096154;N;0.9884207
82041;29;2;M;HGH;PVE;F;261,1461538;1988-01-03;2011-06-01;2015-01-14;5178,010615;N;0.9993963
82042;52;4;D;BCR;STE;F;332,3230769;1986-01-01;1987-05-05;2012-11-28;2307,692308;N;0.99925023
82043;58;11;W;HGH;RET;M;0;1989-09-30;9999-10-01;2006-03-03;4615,384615;N;0.9991861
82044;65;2;M;BCR;RET;F;228,6608462;1982-07-01;9999-10-01;2014-10-29;3206,310538;N;0.9991053
82045;52;11;M;HGH;PVE;M;401,5973077;2006-09-27;2011-10-17;2005-12-28;482,0321538;N;0.9982961
82046;57;12;M;HGH;STE;F;278,1433077;1984-04-01;1983-01-24;2005-04-12;553,2692308;N;0.9997031
82047;44;0;M;HGH;STE;F;292,3076923;2000-05-01;2005-03-01;2016-10-17;293,0746154;N;0.9999702
82048;46;13;M;BCR;STE;M;606,9010769;2009-06-01;2002-10-01;2003-07-21;6153,846154;N;0.99028265
82049;45;10;S;HGH;RET;M;331,641;1981-01-01;9999-10-01;2007-04-02;7368,763692;N;0.9880916
82050;35;4;M;HGH;PVE;F;170,3153846;2005-03-22;2010-07-20;2012-12-25;1219,789923;N;0.9999435
82051;42;11;M;HGH;STE;F;282,0730769;2011-01-01;1995-07-20;2005-07-12;632,3076923;N;0.9984023
82052;38;9;M;HGH;PVE;M;169,2307692;1979-11-12;2010-02-01;2007-11-13;6115,384615;N;0.99634004
82053;38;10;S;HGH;PVE;F;678,8692308;1979-09-29;2006-04-10;2006-07-24;1954,968385;N;0.9994356
82054;47;10;M;HGH;STE;F;260,2666154;2000-01-12;1994-03-07;2006-11-15;2307,692308;N;0.99756217
82055;53;8;M;HGH;PVE;M;355,4871538;1970-09-01;1988-12-22;2008-08-20;2307,692308;N;0.99960274
82056;27;0;M;HGH;PVE;M;0;2016-01-01;2012-05-01;2016-10-18;7020,140923;Y;0.98641706
82057;48;8;M;BCR;PVE;F;773,4461538;1983-01-01;2014-06-09;2008-09-18;1614,737231;N;0.99973387
82058;53;4;S;HGH;STE;M;258,7692308;2012-10-01;1994-07-01;2013-04-08;7449,587769;N;0.8893142
82059;45;4;M;HGH;STE;F;174,196;1990-05-01;1997-06-23;2013-06-07;3242,761692;N;0.99932516
82060;31;2;D;BCR;STE;F;276,9230769;2012-06-01;2013-12-01;2014-09-01;264,9230769;N;0.9999323
82061;39;10;D;HGH;PVE;F;344,6879231;1978-10-06;2006-07-03;2006-07-11;2307,692308;N;0.999328
82062;31;1;S;HGH;PVE;M;185,7206154;1986-10-17;2009-10-01;2015-11-23;5039,427;N;0.9990244
82063;52;14;M;BCR;STE;F;311,8307692;2003-04-02;1992-12-30;2003-05-23;2923,076923;N;0.999097
82064;67;2;M;HGH;RET;M;195,7847692;1950-02-27;9999-10-01;2014-11-17;395,1923077;N;0.9999151
82065;43;3;M;HGH;PVE;F;213,6896923;1995-09-16;2016-01-01;2013-12-12;6354,060154;N;0.9982881
82066;65;12;M;BCR;RET;F;258,14;2009-10-01;9999-10-01;2005-06-24;4394,538462;N;0.9872463
82067;48;12;S;HGH;PVE;M;573,5769231;1978-07-01;1998-05-17;2004-08-23;480,9760769;N;0.99976844
82068;31;2;S;HGH;PVE;M;222,5692308;1995-01-01;2014-07-17;2014-11-19;1228,654;N;0.9999697
82069;60;10;D;HGH;PVE;F;278,0372308;2009-08-20;2010-06-24;2007-01-10;7692,307692;N;0.9285751
82070;34;8;M;PRS;PVE;M;269,2307692;1983-09-19;2007-08-01;2008-11-24;194,9076923;N;0.9992175
82071;63;11;M;HGH;PVE;M;210,2538462;1987-01-01;2003-12-01;2006-06-20;2307,692308;N;0.9995296
82072;45;12;M;BCR;STE;M;471,9628462;2009-12-03;2007-03-01;2005-04-04;2307,692308;N;0.9978587
82073;74;0;M;HGH;RET;F;289,6986154;1973-01-01;9999-10-01;2016-10-19;355,6730769;N;0.9999355
82074;38;9;D;HGH;STE;F;312,3461538;1979-04-16;2009-01-15;2007-11-20;2310,275846;N;0.9994198
82075;47;14;S;BCR;PVE;F;827,1230769;1997-01-15;2004-07-01;2003-02-03;2307,692308;N;0.99895394
82076;45;11;M;BCR;STE;F;331,8408462;1996-01-01;2013-09-21;2005-12-20;1179,130308;N;0.99957055
82077;47;8;S;HGH;PVE;F;185,1502308;2008-05-01;2008-10-01;2008-11-19;3155,119538;N;0.998684
82078;25;2;S;HGH;PVE;M;283,4230769;1992-05-01;2015-10-01;2015-06-10;801,6266923;N;0.99993324
82079;69;2;S;HGH;RET;M;819,8384615;2015-01-01;9999-10-01;2014-10-02;5358,807692;N;0.9952179
82080;55;9;M;BCR;PVE;M;169,9076923;1995-11-11;2013-04-01;2007-10-23;461,5384615;N;0.99986243
82081;37;10;M;HGH;PVE;F;287,2767692;2011-11-30;2004-03-16;2007-02-27;7186,661077;N;0.97886294
82082;60;5;W;HGH;RET;M;167,6554615;1987-03-31;9999-10-01;2011-11-28;4230,769231;N;0.99814403
82083;40;4;M;HGH;PVE;F;164,8923077;2002-09-02;2014-08-13;2013-03-15;1237,647769;N;0.99997914
82084;68;11;M;HGH;RET;F;190,3330769;1976-08-02;1999-01-01;2005-12-23;3556,730769;N;0.99873
82085;42;3;D;HGH;PVE;F;161,1384615;2009-05-01;2010-02-01;2014-03-28;2692,565462;N;0.9999312
82086;52;2;M;HGH;PVE;M;179,1769231;1990-04-01;2010-09-01;2014-11-10;4732,679308;N;0.99818283
82087;58;11;*noval*;HGH;OTH;F;0;9999-10-01;9999-10-01;2006-06-15;7692,307692;N;0.54823416
82088;59;4;M;HGH;PVE;M;585,4276923;1972-01-01;1980-01-28;2012-07-30;9465,358615;N;0.9890164
82089;53;12;S;BCR;STE;F;447,2538462;2014-10-20;1989-12-28;2005-06-28;6538,461538;N;0.987354
82090;72;7;M;HGH;RET;M;215,6307692;1981-05-01;9999-10-01;2009-07-22;656,0192308;N;0.99983287
82091;46;4;M;HGH;PVE;F;321,2317692;2002-04-01;2011-04-15;2012-12-07;2307,692308;N;0.99983275
82092;58;12;D;PRS;RET;F;211,4606154;1981-12-19;9999-10-01;2005-02-21;2307,692308;N;0.99978894
82093;71;4;M;HGH;RET;M;351,9875385;2002-01-01;9999-10-01;2012-12-28;5370,663462;N;0.9940912
82094;47;10;M;BCR;STE;F;387,9538462;1993-11-01;2011-09-01;2006-12-28;4615,384615;N;0.99671376
82095;30;2;M;BCR;PVE;F;223,0769231;1987-11-16;2014-09-04;2014-09-16;561,8046154;N;0.99993837
82096;69;0;D;HGH;RET;M;195,3886154;1980-12-31;9999-10-01;2016-10-17;3003,461538;N;0.9982974
82097;63;5;M;HGH;STE;M;301,3769231;1983-01-01;1980-12-09;2011-11-18;1515,016692;N;0.99960774
82098;31;6;S;HGH;PVE;M;442,0790769;2009-07-03;2013-10-19;2011-04-29;1525,442308;N;0.99986625
82099;63;10;M;HGH;RET;M;277,6393846;1978-06-01;1992-05-16;2007-02-27;4347,115385;N;0.9980198
82100;36;12;S;HGH;PVE;F;647,9586154;1981-11-02;2006-04-01;2004-11-26;1923,076923;N;0.999681
82101;66;10;M;BCR;RET;M;276,5073077;1958-01-01;9999-10-01;2006-09-25;592,7884615;N;0.9999126
82102;65;11;M;HGH;STE;M;636,8923077;1968-01-01;1975-01-14;2005-12-05;796,315;N;0.9998654
82103;59;5;W;HGH;RET;F;1245,028231;2013-10-01;9999-10-01;2012-03-05;8115,378538;N;0.9791116
82104;52;12;M;HGH;STE;M;726,0356923;1965-06-03;1986-10-01;2005-03-30;2307,692308;N;0.999881
82105;61;9;M;BCR;RET;M;492,2317692;1998-12-01;9999-10-01;2007-12-04;4988,253846;N;0.9967505
82106;40;3;M;HGH;PVE;F;301,1384615;1998-05-30;1996-07-25;2013-08-05;807,3685385;N;0.99920756
82107;41;11;M;HGH;PVE;M;263,0307692;1976-12-27;1998-10-21;2005-07-11;2974,951923;N;0.9994351
82108;31;0;S;HGH;PVE;M;283,8692308;1986-05-07;9999-10-01;2016-10-10;1538,461538;N;0.999938
82109;62;4;M;HGH;RET;M;226,4332308;2002-07-11;9999-10-01;2012-11-05;6569,270538;N;0.9836089
82110;41;1;M;HGH;PVE;F;384,6153846;1980-01-01;2014-10-14;2015-12-21;4615,384615;N;0.99966
82111;29;5;M;PRS;PVE;M;635,2935385;1988-03-06;2014-06-05;2012-02-14;2307,692308;N;0.9997758
82112;41;5;S;BCR;STE;F;347,9461538;1980-10-01;2009-09-15;2011-11-04;692,3076923;N;0.9993656
82113;36;4;M;HGH;PVE;M;385,641;2009-01-01;2014-06-16;2012-07-10;4615,384615;N;0.99958533
82114;55;10;M;BCR;STE;F;372,0629231;2010-12-31;1999-03-01;2006-07-11;7692,307692;N;0.9397948
82115;36;9;M;BCR;PVE;M;376,0923077;1981-03-03;2008-03-03;2008-03-07;7538,461538;N;0.980859
82116;58;1;M;HGH;PVE;M;232,7846154;1959-01-11;1982-01-01;2015-11-04;229,69;N;0.9998828
82117;39;2;M;BCR;STE;F;346,1538462;1999-01-12;2005-09-01;2014-10-14;429;N;0.999795
82118;54;11;S;HGH;PVE;F;726,9307692;1968-11-03;2004-03-16;2005-10-06;2307,692308;N;0.99967647
82119;64;11;M;HGH;RET;M;259,7369231;2001-08-10;9999-10-01;2005-08-15;5366,711538;N;0.99488294
82120;46;1;M;HGH;PVE;F;307,6923077;1995-01-01;2010-01-01;2015-11-03;2307,692308;N;0.99990535
82121;46;12;M;HGH;PVE;M;176,5107692;1998-11-12;2005-08-05;2005-06-30;4285,704;N;0.9980708
82122;34;6;M;BCR;PVE;M;501,8153846;2013-06-01;2010-10-14;2010-11-26;8630,769231;N;0.9615773
82123;43;2;M;HGH;PVE;F;171,8466923;1993-05-01;2002-04-29;2014-08-22;1346,626462;N;0.999803
82124;32;0;S;BCR;PVE;M;323,0769231;1985-02-09;2013-12-01;2016-10-19;344,4953846;N;0.9999678
82125;39;0;M;HGH;STE;F;266,4384615;2005-05-01;2013-02-14;2016-10-13;2307,692308;N;0.9999567
82126;25;0;S;HGH;PVE;M;306,7079231;1992-06-24;2011-12-01;2016-09-09;273,6923077;N;0.9999224
82127;62;11;W;HGH;OTH;F;279,3564615;1991-01-01;9999-10-01;2005-08-25;2307,692308;N;0.99916697
82128;40;4;M;PRS;PVE;M;475,5850769;2008-11-28;2011-06-17;2012-10-11;9465,358615;N;0.9829963
82129;68;5;M;HGH;RET;M;248,3608462;1988-01-01;9999-10-01;2011-09-28;2371,153846;N;0.9994821
82130;43;2;M;BCR;PVE;F;169,8615385;1976-06-30;2011-10-13;2015-04-22;3067,477308;N;0.99986196
82131;48;10;S;HGH;STE;F;461,5384615;2006-01-01;2004-03-01;2007-02-03;126,69;N;0.9966371
82132;54;2;M;BCR;STE;M;427,9692308;1972-01-01;2008-10-01;2014-12-11;2307,692308;N;0.9999082
82133;63;12;M;BCR;STE;F;405,7205385;2007-07-24;1983-07-01;2005-04-12;3547,923615;N;0.99136615
82134;71;7;M;HGH;RET;M;293,2486923;1991-01-01;9999-10-01;2009-10-30;4900,384615;N;0.9972203
82135;42;13;M;MAS;PVE;F;1562,346154;2014-07-14;2003-04-20;2003-07-10;2307,692308;N;0.9971765
82136;48;12;M;PHD;PVE;M;771,5230769;1994-06-01;2011-03-10;2005-03-22;2015,770846;N;0.9991374
82137;40;13;M;HGH;PVE;M;161,0538462;1977-03-10;2010-01-01;2004-05-31;2307,692308;N;0.9998097
82138;41;9;M;BCR;PVE;F;802,0470769;2007-11-05;2007-11-05;2007-11-06;2384,615385;N;0.9960616
82139;29;8;M;HGH;STE;M;391,6615385;1988-04-04;2013-12-01;2008-11-05;4615,384615;N;0.99932504
82140;62;1;M;HGH;STE;M;438,6846154;2000-01-01;2000-11-01;2016-04-12;801,6266923;N;0.99994516
82141;30;3;M;HGH;PVE;F;353,8461538;2011-07-27;2013-10-15;2013-09-27;4615,384615;N;0.998831
82142;41;6;M;HGH;PVE;M;192,6763846;2005-09-21;2015-06-01;2010-12-09;1815,216769;N;0.9999747
82143;34;1;M;HGH;PVE;F;346,2923077;2002-05-01;9999-10-01;2016-02-18;7692,307692;N;0.9931507
82144;65;12;W;HGH;RET;F;372,4359231;2007-07-01;9999-10-01;2004-11-17;316,1538462;N;0.99932706
82145;46;11;S;HGH;PVE;M;305,2692308;1983-07-12;2001-07-01;2005-07-07;2307,692308;N;0.9992268
82146;64;12;M;BCR;RET;M;352,5127692;1970-05-01;9999-10-01;2005-01-19;5216,538462;N;0.9990387
82147;46;4;M;HGH;STE;M;630,7692308;1971-07-03;1989-07-10;2012-11-16;2307,692308;N;0.9992404
82148;38;3;M;HGH;PVE;F;233,3336923;2006-08-01;2014-02-01;2014-03-14;582,6966154;N;0.99995625
82149;50;13;S;HGH;STE;M;343,6692308;2007-11-04;1989-08-18;2003-07-21;2541,624077;N;0.99852645
82150;38;0;M;HGH;PVE;F;300;2009-08-01;2012-12-01;2016-10-17;459,38;N;0.9999751
82151;35;8;M;BCR;PVE;F;179,7307692;2008-10-21;2009-01-01;2008-11-19;5083,248154;N;0.99747723
82152;46;12;M;HGH;PVE;F;664,5485385;1990-06-16;1996-05-01;2005-01-25;3505,688385;N;0.99823546
82153;32;8;M;HGH;PVE;M;234,6153846;1985-12-09;2006-03-01;2009-06-17;1646,180385;N;0.9991757
82154;57;11;M;HGH;RET;M;294,4258462;1993-01-01;9999-10-01;2006-02-20;2759,228692;N;0.9993864
82155;45;8;M;HGH;STE;M;640,5854615;2007-01-01;2011-05-01;2008-12-02;2307,692308;N;0.99924314
82156;44;1;M;HGH;STE;F;231,2888462;1993-01-06;2004-04-01;2016-01-05;1381,639923;N;0.99990654
82157;48;8;M;HGH;STE;M;694,7384615;1969-12-13;2004-09-05;2008-12-25;562,5084615;N;0.999516
82158;71;11;M;BCR;RET;M;372,2449231;1981-06-25;9999-10-01;2005-07-07;2766,346154;N;0.99943453
82159;36;7;M;HGH;STE;M;451,9628462;2014-10-01;2000-07-01;2009-09-15;2307,692308;N;0.99721104
82160;45;3;M;HGH;PVE;F;269,2307692;2000-01-01;2009-07-20;2014-01-21;7887,798846;N;0.9926785
82161;38;0;M;HGH;STE;M;401,4170769;1987-01-01;2004-07-16;2016-10-13;7692,307692;N;0.98387927
82162;56;1;W;HGH;RET;F;254,7310769;1985-01-01;2000-12-18;2015-10-01;4615,384615;N;0.9973877
82163;53;10;M;HGH;STE;F;376,2923077;2005-07-01;1985-03-27;2006-07-07;8764,220923;N;0.90091985
82164;64;7;M;PRS;RET;M;200,1695385;1963-06-01;9999-10-01;2010-05-15;2134,038462;N;0.9998398
82165;65;14;D;BCR;RET;F;293,5693077;2004-01-01;9999-10-01;2002-10-21;5366,711538;N;0.9903071
82166;62;11;W;HGH;RET;F;245,5099231;1987-09-01;9999-10-01;2005-10-26;1644,787;N;0.99975544
82167;63;11;M;HGH;RET;M;171,2303077;1959-05-05;9999-10-01;2005-10-21;637,0520769;N;0.9999298
82168;65;10;M;HGH;RET;M;424,869;2009-10-03;9999-10-01;2007-02-14;799,3137692;N;0.99825567
82169;62;5;W;HGH;RET;F;281,3920769;2003-05-05;9999-10-01;2012-03-16;7547,302;N;0.9310779
82170;29;4;S;BCR;PVE;M;230,7692308;2010-01-01;2016-10-12;2012-11-01;1153,846154;N;0.9998994
82171;52;0;M;HGH;STE;F;532,4003077;2001-01-01;2015-04-01;2016-10-17;2307,692308;N;0.9998067
82172;52;10;M;BCR;STE;F;367,9923077;1992-08-22;2007-05-01;2007-04-27;6615,384615;N;0.99367416
82173;49;9;M;SEC;STE;F;117,3846154;1982-12-19;1996-02-17;2008-05-12;204,2331538;N;0.9998172
82174;32;2;S;HGH;PVE;M;169,2076923;1993-01-01;2015-02-26;2015-02-26;361,1600769;N;0.9999553
82175;28;2;*noval*;HGH;PVE;M;0;9999-10-01;2014-10-02;2014-10-03;2307,692308;N;0.99481404
82176;57;0;M;HGH;RET;M;230,7692308;1992-03-01;2002-01-04;2016-10-17;158,3030769;N;0.9999523
82177;37;13;S;HGH;PVE;M;435,9128462;1984-03-04;2006-04-18;2004-03-03;2307,692308;N;0.9996424
82178;28;5;M;HGH;PVE;M;434,8751538;1989-10-31;2015-10-05;2012-04-26;1971,949692;N;0.9998411
82179;34;12;S;BCR;STE;M;771,2809231;9999-10-01;9999-10-01;2004-07-17;3461,538462;N;0.9993542
82180;62;3;W;BCR;STE;F;596,4769231;1966-07-01;1986-02-27;2014-04-04;2379,961462;N;0.9997497
82181;67;12;M;BCR;RET;F;288,8453846;1961-01-01;9999-10-01;2005-05-19;2529,230769;N;0.9997893
82182;58;4;M;SEC;PVE;M;180,1026154;1959-07-08;2010-06-01;2012-09-25;5214,711385;N;0.9977054
82183;48;11;S;BCR;STE;M;461,6942308;1985-08-29;2013-04-09;2006-06-16;6010,334385;N;0.99738127
82184;57;4;M;HGH;STE;M;794,2031538;1971-01-01;2013-09-01;2013-03-13;5384,615385;N;0.99968445
82185;43;11;M;HGH;PVE;F;170,6923077;2002-10-02;2007-02-01;2006-05-12;2307,692308;N;0.9990477
82186;52;12;S;BCR;STE;F;259,2468462;1965-12-01;1999-03-01;2004-10-11;3672,208538;N;0.99954104
82187;36;9;S;BCR;PVE;M;573,0307692;2010-10-05;2007-09-20;2007-09-26;2307,692308;N;0.99701947
82188;39;4;M;HGH;PVE;F;245,8526154;1978-03-19;2015-09-15;2012-11-09;4557,394846;N;0.99982077
82189;68;10;M;HGH;RET;F;293,1613846;1990-01-01;9999-10-01;2006-10-06;1146,057692;N;0.999734
82190;37;11;S;BCR;PVE;F;662,1312308;1980-03-22;2014-01-01;2005-11-16;4615,384615;N;0.9988925
82191;72;10;W;HGH;RET;F;179,6989231;1972-01-01;9999-10-01;2006-12-05;2292,115385;N;0.99946564
82192;65;12;M;HGH;RET;M;286,3307692;2013-10-01;9999-10-01;2004-10-06;5371,453846;N;0.96094996
82193;43;12;M;HGH;PVE;M;382,0513077;2006-03-15;2013-12-26;2005-07-04;6573,165692;N;0.99461573
82194;71;13;M;HGH;RET;M;318,1645385;1977-03-08;9999-10-01;2004-02-18;1185,576923;N;0.9998317
82195;50;4;M;BCR;PVE;M;276,7084615;2006-06-01;2011-12-01;2012-08-14;813,1933077;N;0.99988663
82196;56;12;M;BCR;STE;M;397,3461538;1961-08-09;1993-03-08;2005-03-31;3399,945;N;0.99967706
82197;24;0;S;HGH;STE;M;221,9669231;1993-12-05;2014-05-10;2016-08-13;4055,105231;N;0.99824333
82198;64;11;M;HGH;STE;F;335,0823846;1990-01-01;1976-10-20;2005-09-14;4615,384615;N;0.9952619
82199;52;10;M;HGH;PVE;M;198,5246154;2006-01-01;1986-12-29;2007-07-02;1674,715;N;0.99795085
82200;70;9;W;HGH;RET;F;227,2230769;1988-04-01;9999-10-01;2007-10-19;790,3846154;N;0.9997433
82201;32;8;*noval*;HGH;OTH;F;0;9999-10-01;2009-03-27;2009-03-27;2307,692308;N;0.9998598
82202;44;12;M;HGH;STE;M;407,1347692;1973-02-17;2003-09-30;2005-05-16;6660,807846;N;0.996221
82203;53;0;M;HGH;STE;M;615,3846154;1964-01-01;1998-07-03;2016-07-26;141,4;N;0.9999461
82204;43;3;M;HGH;PVE;M;176,9230769;1974-02-19;2014-02-01;2014-02-05;2307,692308;N;0.99995637
82205;41;2;M;HGH;PVE;M;346,2230769;1976-02-10;2014-03-05;2014-09-23;4615,384615;N;0.9997589
82206;47;12;M;BCR;STE;F;639,1676923;2010-01-27;1996-10-01;2005-01-14;7692,307692;N;0.9805502
82207;65;5;M;HGH;RET;F;165,9913846;2009-01-01;9999-10-01;2012-06-20;790,3846154;N;0.99967587
82208;37;13;M;HGH;PVE;F;812,2240769;2015-01-01;2005-11-30;2004-01-15;7745,769231;N;0.9758976
82209;70;9;S;HGH;RET;F;269,6593077;2000-05-01;1993-05-11;2008-02-22;932,6538462;N;0.9991841
82210;66;0;W;HGH;RET;F;167,8755385;1952-10-01;9999-10-01;2016-10-17;3951,923077;N;0.9865036
82211;51;12;M;BCR;RET;M;314,7391538;1989-08-10;9999-10-01;2005-04-22;955,578;N;0.99959654
82212;32;4;M;BCR;STE;M;347,1771538;1985-10-27;2012-05-07;2012-09-20;711,3461538;N;0.9997603
82213;49;13;M;HGH;PVE;F;284,6153846;1991-09-30;2003-11-06;2003-11-28;1219,789923;N;0.99957794
82214;34;4;S;HGH;PVE;F;324,5007692;1983-11-14;2011-03-28;2013-01-17;7884,615385;N;0.9946903
82215;65;11;M;BCR;RET;F;285,5122308;1986-12-26;9999-10-01;2005-11-01;5366,711538;N;0.9978848
82216;44;10;S;HGH;STE;M;304,4785385;1973-08-17;1994-06-01;2006-10-24;2307,692308;N;0.999635
82217;53;0;M;BCR;OTH;M;373,7527692;9999-10-01;9999-10-01;2016-10-19;2615,384615;N;0.99708396
82218;44;5;S;HGH;PVE;M;165,3846154;1973-04-17;2010-02-01;2011-10-04;2170,622077;N;0.99989414
82219;62;5;W;HGH;RET;F;189,1409231;1983-01-01;9999-10-01;2012-05-11;805,6341538;N;0.99987435
82220;62;5;M;HGH;RET;M;173,9154615;1955-06-16;9999-10-01;2012-03-30;4460,410231;N;0.9990928
82221;63;10;S;PRS;RET;M;155,0801538;1966-01-01;9999-10-01;2006-11-08;2529,230769;N;0.99969375
82222;63;13;M;BCR;PVE;F;1530,207692;1977-09-20;1990-08-07;2004-01-26;3076,923077;N;0.99969685
82223;35;8;M;HGH;STE;F;317,1023077;2003-01-01;2005-08-01;2008-12-01;1320,157615;N;0.9976714
82224;56;3;M;HGH;PVE;F;292,3076923;1978-07-20;2013-02-18;2013-09-13;2260,865231;N;0.9998888
82225;49;1;M;HGH;PVE;F;169,2307692;2010-01-01;2015-07-06;2015-07-20;2278,697385;N;0.9999666
82226;32;2;M;BCR;STE;F;376,9230769;2013-01-01;2011-01-01;2015-03-24;2307,692308;N;0.99977833
82227;61;5;M;HGH;RET;M;323,1775385;1990-01-01;9999-10-01;2011-12-06;4615,384615;N;0.99899966
82228;53;13;D;BCR;PVE;F;173,5897692;2000-05-04;2003-09-01;2003-10-02;4601,216;N;0.99690706
82229;47;0;M;HGH;PVE;F;173,2461538;2004-03-02;2016-04-18;2016-10-05;2307,692308;N;0.9998567
82230;42;5;M;BCR;STE;F;358,1493846;2007-10-01;2007-07-01;2012-05-23;990,1182308;N;0.99957806
82231;39;11;S;BCR;STE;F;553,8461538;1978-02-26;2003-09-01;2005-09-21;4615,384615;N;0.99867696
82232;60;3;M;HGH;PVE;M;0;1982-04-01;2013-01-01;2013-11-29;2307,692308;N;0.99997115
82233;54;11;M;HGH;PVE;M;438,5648462;1963-11-01;1984-07-16;2005-08-26;1538,461538;N;0.9998424
82234;59;13;D;BCR;STE;F;462,0321538;2014-10-10;2008-01-24;2004-02-27;982,9231538;N;0.99933296
82235;69;10;M;HGH;RET;F;239,0382308;1975-03-01;9999-10-01;2006-10-31;5256,057692;N;0.9982235
82236;44;1;S;HGH;PVE;M;196,2461538;1973-09-26;2015-09-23;2015-09-28;2307,692308;N;0.99992263
82237;33;4;M;HGH;PVE;F;217;2005-01-01;9999-10-01;2013-01-03;817,1233077;N;0.99984705
82238;64;0;M;HGH;RET;M;278,1212308;1997-05-04;9999-10-01;2016-10-17;2307,692308;N;0.99955744
82239;35;7;S;HGH;PVE;M;659,2769231;1982-01-07;2014-04-01;2010-01-13;2307,692308;N;0.9997155
82240;46;11;M;BCR;STE;F;601,2743077;2000-08-01;2009-06-01;2005-10-25;8483,307385;N;0.9382162
82241;32;3;M;BCR;PVE;F;253,1384615;2006-06-02;2013-09-09;2013-09-06;802,578;N;0.9999516
82242;59;1;D;HGH;RET;F;280,7429231;1978-10-01;9999-10-01;2015-07-22;357,0766154;N;0.9999343
82243;37;0;M;BCR;PVE;M;769,2307692;2015-05-05;2015-09-01;2016-09-19;512,2307692;N;0.9999044
82244;66;14;M;HGH;RET;M;232,5046154;2008-10-02;9999-10-01;2003-01-09;2371,153846;N;0.99843866
82245;43;4;M;HGH;PVE;F;276,9230769;1997-09-01;2012-04-01;2012-12-15;1538,461538;N;0.99990904
82246;66;4;M;HGH;RET;M;325,4344615;1994-09-01;9999-10-01;2012-11-27;4347,115385;N;0.9988575
82247;28;4;M;BCR;PVE;F;215,3846154;2011-01-01;2011-11-22;2012-12-20;131,1269231;N;0.9998988
82248;56;4;M;HGH;STE;F;307,0461538;2000-01-01;1983-11-01;2012-07-18;4057,834462;N;0.9969001
82249;60;4;*noval*;HGH;OTH;F;0;9999-10-01;9999-10-01;2013-03-27;3846,153846;N;0.9796703
82250;71;12;M;HGH;STE;M;293,4663077;1985-12-30;1975-10-01;2004-07-15;2766,346154;N;0.9980673
